word	frequency	zipf
ஒரு	10232929	7.01
00	10000000	7.00
இந்த	6918309	6.84
மற்றும்	4786300	6.68
என்ற	3890451	6.59
0000	3801893	6.58
நான்	3548133	6.55
தான்	3467368	6.54
என்று	3162277	6.50
000	3019951	6.48
இது	2951209	6.47
அந்த	2818382	6.45
உள்ள	2454708	6.39
என்	2454708	6.39
பல	2454708	6.39
அது	2398832	6.38
வேண்டும்	2290867	6.36
என்பது	2238721	6.35
இருக்கும்	2187761	6.34
இருந்து	2137962	6.33
இல்லை	2137962	6.33
மக்கள்	2137962	6.33
முதல்	2089296	6.32
என	2041737	6.31
அவர்	1949844	6.29
என்ன	1949844	6.29
சில	1905460	6.28
தமிழ்	1778279	6.25
போது	1737800	6.24
மேலும்	1737800	6.24
இன்று	1659586	6.22
அல்லது	1621810	6.21
அரசு	1548816	6.19
உள்ளது	1479108	6.17
தனது	1479108	6.17
மூலம்	1479108	6.17
ஆனால்	1412537	6.15
போன்ற	1412537	6.15
2	1348962	6.13
கொண்டு	1348962	6.13
வரும்	1348962	6.13
வரை	1348962	6.13
அதன்	1318256	6.12
நாம்	1318256	6.12
இரண்டு	1288249	6.11
எந்த	1288249	6.11
எனக்கு	1288249	6.11
கூட	1258925	6.10
வந்து	1258925	6.10
இந்திய	1202264	6.08
1	1174897	6.07
ஆண்டு	1174897	6.07
என்றும்	1122018	6.05
மட்டும்	1122018	6.05
அரசியல்	1071519	6.03
அவன்	1071519	6.03
அவர்கள்	1071519	6.03
உங்கள்	1047128	6.02
படம்	1047128	6.02
ஆம்	1023292	6.01
நல்ல	1023292	6.01
போல	1023292	6.01
அதை	1000000	6.00
அவரது	1000000	6.00
நாள்	1000000	6.00
மட்டுமே	1000000	6.00
மிகவும்	1000000	6.00
இன்னும்	977237	5.99
கொண்ட	977237	5.99
பி	977237	5.99
3	954992	5.98
பின்னர்	954992	5.98
பெரிய	954992	5.98
எப்படி	933254	5.97
எம்	933254	5.97
இருந்தது	912010	5.96
எல்லாம்	912010	5.96
விட்டு	912010	5.96
எஸ்	891250	5.95
தலைவர்	891250	5.95
பற்றி	891250	5.95
புதிய	891250	5.95
மீது	870963	5.94
சென்னை	851138	5.93
தன்	851138	5.93
முடியாது	851138	5.93
இதில்	831763	5.92
வேலை	831763	5.92
ஒன்று	812830	5.91
நீங்கள்	812830	5.91
பிறகு	812830	5.91
இருந்த	794328	5.90
செய்ய	794328	5.90
நம்	794328	5.90
என்றால்	776247	5.89
ஒரே	776247	5.89
பெண்	776247	5.89
பேர்	776247	5.89
மூன்று	776247	5.89
வந்த	776247	5.89
4	758577	5.88
ஏன்	758577	5.88
இருக்க	741310	5.87
செய்து	741310	5.87
பல்வேறு	741310	5.87
சேர்ந்த	724435	5.86
5	707945	5.85
அடுத்த	707945	5.85
இவர்	707945	5.85
என்னை	707945	5.85
முறை	707945	5.85
தமிழக	691830	5.84
தொடர்ந்து	691830	5.84
நீ	691830	5.84
இலங்கை	676082	5.83
காரணம்	676082	5.83
மத்திய	676082	5.83
இதன்	660693	5.82
இப்படி	660693	5.82
சரி	660693	5.82
பின்	660693	5.82
மீண்டும்	660693	5.82
அதிக	645654	5.81
ஒவ்வொரு	645654	5.81
டி	645654	5.81
ஆகிய	630957	5.80
மிக	630957	5.80
6	616595	5.79
the	616595	5.79
இரு	616595	5.79
செய்யும்	616595	5.79
தேசிய	616595	5.79
பார்த்து	616595	5.79
முடியும்	616595	5.79
விட	616595	5.79
அனைத்து	602559	5.78
இ	602559	5.78
பெண்கள்	602559	5.78
போல்	602559	5.78
மு	602559	5.78
வாழ்க்கை	602559	5.78
வைத்து	602559	5.78
அதே	588843	5.77
அவர்களின்	588843	5.77
இங்கு	588843	5.77
இந்தியா	588843	5.77
க	588843	5.77
பகுதியில்	588843	5.77
பெயர்	588843	5.77
மாதம்	588843	5.77
வெற்றி	588843	5.77
அன்று	575439	5.76
இதனால்	575439	5.76
இதை	575439	5.76
கலந்து	575439	5.76
திட்டம்	575439	5.76
வேண்டிய	575439	5.76
கொஞ்சம்	562341	5.75
நிலை	562341	5.75
நேரம்	562341	5.75
சொல்லி	549540	5.74
மாவட்ட	549540	5.74
முக்கிய	549540	5.74
அமைச்சர்	537031	5.73
இருக்கிறது	537031	5.73
என்னும்	537031	5.73
என்பதை	537031	5.73
கல்வி	537031	5.73
காரணமாக	537031	5.73
கோடி	537031	5.73
சி	537031	5.73
செய்த	537031	5.73
யார்	537031	5.73
7	524807	5.72
ஆர்	524807	5.72
தகவல்	524807	5.72
பற்றிய	524807	5.72
போய்	524807	5.72
a	512861	5.71
in	512861	5.71
அதிகம்	512861	5.71
அப்படி	512861	5.71
இருந்தாலும்	512861	5.71
காலத்தில்	512861	5.71
காலை	512861	5.71
தற்போது	512861	5.71
மாதிரி	512861	5.71
இடம்	501187	5.70
அல்ல	489778	5.69
உலக	489778	5.69
உள்ளன	489778	5.69
எல்லா	489778	5.69
கட்சி	489778	5.69
சொல்ல	489778	5.69
தேர்தல்	489778	5.69
பணம்	489778	5.69
8	478630	5.68
எனும்	478630	5.68
சிறந்த	478630	5.68
பார்க்க	478630	5.68
பெரும்	478630	5.68
மக்களின்	478630	5.68
ரூ	478630	5.68
tamil	467735	5.67
ஆகும்	467735	5.67
உங்களுக்கு	467735	5.67
எங்கள்	467735	5.67
காலம்	467735	5.67
நிறுவனம்	467735	5.67
பதில்	467735	5.67
பெற்ற	467735	5.67
அளவில்	457088	5.66
இருந்தால்	457088	5.66
எனது	457088	5.66
கைது	457088	5.66
தி	457088	5.66
நிலையில்	457088	5.66
போட்டு	457088	5.66
மற்ற	457088	5.66
முதலில்	457088	5.66
மேல்	457088	5.66
வேறு	457088	5.66
இல்லாமல்	446683	5.65
ஓர்	446683	5.65
குறித்து	446683	5.65
சுமார்	446683	5.65
தொழில்	446683	5.65
நீர்	446683	5.65
மணி	446683	5.65
அங்கு	436515	5.64
அணி	436515	5.64
அவள்	436515	5.64
இந்தப்	436515	5.64
இப்போது	436515	5.64
எனவே	436515	5.64
கூடாது	436515	5.64
நடிகர்	436515	5.64
அதில்	426579	5.63
அவை	426579	5.63
உண்டு	426579	5.63
கே	426579	5.63
நிறைய	426579	5.63
முன்	426579	5.63
முன்னாள்	426579	5.63
of	416869	5.62
இரவு	416869	5.62
தேவை	416869	5.62
வருகிறது	416869	5.62
to	407380	5.61
சமூக	407380	5.61
தமிழ்நாடு	407380	5.61
தவிர	407380	5.61
மனித	407380	5.61
மாநில	407380	5.61
அமெரிக்க	398107	5.60
அம்மா	398107	5.60
எடுத்து	398107	5.60
சிறப்பு	398107	5.60
முறையில்	398107	5.60
வர	398107	5.60
வி	398107	5.60
விஜய்	398107	5.60
இடத்தில்	389045	5.59
இந்தியாவில்	389045	5.59
இன்றைய	389045	5.59
கேள்வி	389045	5.59
சென்று	389045	5.59
நன்றி	389045	5.59
நான்கு	389045	5.59
பிரதமர்	389045	5.59
பொது	389045	5.59
போதும்	389045	5.59
முடிவு	389045	5.59
வகையில்	389045	5.59
எதிராக	380189	5.58
ஜி	380189	5.58
0.00	371535	5.57
9	371535	5.57
ஆயிரம்	371535	5.57
இல்லாத	371535	5.57
எனவும்	371535	5.57
தங்கள்	371535	5.57
தேர்வு	371535	5.57
நமக்கு	371535	5.57
நானும்	371535	5.57
மாலை	371535	5.57
http	363078	5.56
ஆட்சி	363078	5.56
இந்து	363078	5.56
இவை	363078	5.56
ஏற்படும்	363078	5.56
ஒருவர்	363078	5.56
செய்தி	363078	5.56
செல்லும்	363078	5.56
தெரியும்	363078	5.56
வழி	363078	5.56
விலை	363078	5.56
வேண்டாம்	363078	5.56
அடிப்படையில்	354813	5.55
அளவு	354813	5.55
ஆகியோர்	354813	5.55
இணைந்து	354813	5.55
இல்	354813	5.55
உணவு	354813	5.55
உன்	354813	5.55
கதை	354813	5.55
கருத்து	354813	5.55
காதல்	354813	5.55
கீழ்	354813	5.55
தண்ணீர்	354813	5.55
மார்ச்	354813	5.55
அதாவது	346736	5.54
அவர்களுக்கு	346736	5.54
ஆக	346736	5.54
இதற்கு	346736	5.54
இனி	346736	5.54
எவ்வளவு	346736	5.54
ஏ	346736	5.54
கிடைக்கும்	346736	5.54
கூடிய	346736	5.54
கொடுத்து	346736	5.54
நாடு	346736	5.54
பொருள்	346736	5.54
முதல்வர்	346736	5.54
யாரும்	346736	5.54
வந்தது	346736	5.54
அப்படியே	338844	5.53
இவர்கள்	338844	5.53
உடல்	338844	5.53
உண்மை	338844	5.53
தொகுதி	338844	5.53
நடந்த	338844	5.53
நாட்டின்	338844	5.53
பழைய	338844	5.53
முழுவதும்	338844	5.53
0.0	331131	5.52
அனைவரும்	331131	5.52
அரசின்	331131	5.52
அருகில்	331131	5.52
இதனை	331131	5.52
இந்தக்	331131	5.52
சிறு	331131	5.52
துறை	331131	5.52
ல்	331131	5.52
எதுவும்	323593	5.51
எல்	323593	5.51
ஐ	323593	5.51
குழந்தை	323593	5.51
கொலை	323593	5.51
சர்வதேச	323593	5.51
திரு	323593	5.51
திருமணம்	323593	5.51
தேதி	323593	5.51
மக்களுக்கு	323593	5.51
மனம்	323593	5.51
மாணவர்கள்	323593	5.51
முடியாத	323593	5.51
லட்சம்	323593	5.51
அடி	316227	5.50
அடுத்து	316227	5.50
உடனே	316227	5.50
ஏதோ	316227	5.50
காங்கிரஸ்	316227	5.50
குறித்த	316227	5.50
குறிப்பாக	316227	5.50
சிறிய	316227	5.50
தமிழகத்தில்	316227	5.50
நடைபெற்ற	316227	5.50
பாதுகாப்பு	316227	5.50
பெற	316227	5.50
and	309029	5.49
ஐந்து	309029	5.49
தரும்	309029	5.49
நமது	309029	5.49
பள்ளி	309029	5.49
பாடல்	309029	5.49
மகன்	309029	5.49
ஆசிரியர்	301995	5.48
ஆய்வு	301995	5.48
இடங்களில்	301995	5.48
இருக்கு	301995	5.48
கேட்டு	301995	5.48
தடை	301995	5.48
தமிழர்	301995	5.48
தொடர்பான	301995	5.48
நம்பிக்கை	301995	5.48
பக்கம்	301995	5.48
படத்தை	301995	5.48
போராட்டம்	301995	5.48
மொழி	301995	5.48
ம்	301995	5.48
ரொம்ப	301995	5.48
அதற்கு	295120	5.47
அளவுக்கு	295120	5.47
எத்தனை	295120	5.47
கிடையாது	295120	5.47
கூட்டம்	295120	5.47
சேர்ந்து	295120	5.47
நாங்கள்	295120	5.47
போட்டியில்	295120	5.47
மாவட்டம்	295120	5.47
news	288403	5.46
அவருடைய	288403	5.46
உள்ளிட்ட	288403	5.46
சினிமா	288403	5.46
தமது	288403	5.46
நேற்று	288403	5.46
பதிவு	288403	5.46
மணிக்கு	288403	5.46
ரூபாய்	288403	5.46
00,000	281838	5.45
on	281838	5.45
இவ்வாறு	281838	5.45
எடுக்க	281838	5.45
எப்போதும்	281838	5.45
கால	281838	5.45
கை	281838	5.45
நடக்கும்	281838	5.45
நல்லது	281838	5.45
நேரத்தில்	281838	5.45
பிறந்த	281838	5.45
மழை	281838	5.45
வழக்கு	281838	5.45
0,000	275422	5.44
உயர்	275422	5.44
உலகம்	275422	5.44
கி	275422	5.44
குறிப்பிட்ட	275422	5.44
சார்ந்த	275422	5.44
தலைமை	275422	5.44
தானே	275422	5.44
நீண்ட	275422	5.44
பகுதி	275422	5.44
பணி	275422	5.44
பெற்று	275422	5.44
வாங்கி	275422	5.44
விரைவில்	275422	5.44
அப்போது	269153	5.43
அவர்களை	269153	5.43
இந்தியாவின்	269153	5.43
இயற்கை	269153	5.43
இருப்பது	269153	5.43
எனக்	269153	5.43
கடந்த	269153	5.43
தேர்தலில்	269153	5.43
பயிற்சி	269153	5.43
பா	269153	5.43
மதுரை	269153	5.43
வீடு	269153	5.43
இரண்டாவது	263026	5.42
துணை	263026	5.42
தொடர்பு	263026	5.42
நீங்க	263026	5.42
பெயரில்	263026	5.42
for	257039	5.41
அவருக்கு	257039	5.41
ஆறு	257039	5.41
உதவி	257039	5.41
உரிமை	257039	5.41
உள்ளனர்	257039	5.41
எதிரான	257039	5.41
கிழக்கு	257039	5.41
குழு	257039	5.41
தந்தை	257039	5.41
நாளை	257039	5.41
போர்	257039	5.41
மருத்துவ	257039	5.41
வயது	257039	5.41
வாய்ப்பு	257039	5.41
வாழும்	257039	5.41
வெறும்	257039	5.41
அதிகமாக	251188	5.40
அப்பா	251188	5.40
அமைப்பு	251188	5.40
இங்கே	251188	5.40
இசை	251188	5.40
இதே	251188	5.40
கண்டு	251188	5.40
செய்யப்பட்ட	251188	5.40
தனி	251188	5.40
நாட்கள்	251188	5.40
நோய்	251188	5.40
பத்து	251188	5.40
மக்களை	251188	5.40
முக்கியமான	251188	5.40
முன்பு	251188	5.40
முயற்சி	251188	5.40
மோடி	251188	5.40
வந்தார்	251188	5.40
அனுமதி	245470	5.39
எனினும்	245470	5.39
சார்	245470	5.39
சென்ற	245470	5.39
00.00	239883	5.38
ஆண்	239883	5.38
எழுதிய	239883	5.38
ஏதாவது	239883	5.38
குறைந்த	239883	5.38
குழந்தைகள்	239883	5.38
பகுதிகளில்	239883	5.38
படி	239883	5.38
பயணம்	239883	5.38
பொருளாதார	239883	5.38
போன	239883	5.38
முழு	239883	5.38
விழா	239883	5.38
வீட்டில்	239883	5.38
அதனால்	234422	5.37
ஆண்டில்	234422	5.37
இந்தத்	234422	5.37
இரண்டாம்	234422	5.37
இருக்கலாம்	234422	5.37
இருந்தார்	234422	5.37
உறுப்பினர்	234422	5.37
ஏற்பட்ட	234422	5.37
கல்லூரி	234422	5.37
சட்டம்	234422	5.37
சிகிச்சை	234422	5.37
செய்தார்	234422	5.37
சேவை	234422	5.37
தன்னை	234422	5.37
தமிழில்	234422	5.37
நிதி	234422	5.37
பிற	234422	5.37
போகும்	234422	5.37
மாவட்டத்தில்	234422	5.37
வது	234422	5.37
அ	229086	5.36
அதுவும்	229086	5.36
ஆதரவு	229086	5.36
ஆனா	229086	5.36
எதிர்ப்பு	229086	5.36
என்பதே	229086	5.36
செயலாளர்	229086	5.36
டாக்டர்	229086	5.36
திகதி	229086	5.36
தினம்	229086	5.36
பதவி	229086	5.36
பயன்படுத்தி	229086	5.36
பால்	229086	5.36
மனதில்	229086	5.36
மனைவி	229086	5.36
வழியாக	229086	5.36
அமெரிக்கா	223872	5.35
உறுதி	223872	5.35
ஐக்கிய	223872	5.35
கொள்ள	223872	5.35
சட்டமன்ற	223872	5.35
சொல்லும்	223872	5.35
ஜெயலலிதா	223872	5.35
தர	223872	5.35
மே	223872	5.35
வடக்கு	223872	5.35
வந்தால்	223872	5.35
அருகே	218776	5.34
ஆண்டுகள்	218776	5.34
உடன்	218776	5.34
உட்பட	218776	5.34
உயிர்	218776	5.34
குரல்	218776	5.34
கொடுத்த	218776	5.34
செல்ல	218776	5.34
சொந்த	218776	5.34
தமிழ்நாட்டில்	218776	5.34
தாய்	218776	5.34
நாட்டில்	218776	5.34
நிறுவனங்கள்	218776	5.34
பங்கு	218776	5.34
பார்த்த	218776	5.34
மன	218776	5.34
மேற்பட்ட	218776	5.34
வாங்க	218776	5.34
வீடியோ	218776	5.34
ஸ்ரீ	218776	5.34
இதுவரை	213796	5.33
இன்னொரு	213796	5.33
கொண்டது	213796	5.33
கோயில்	213796	5.33
சரியான	213796	5.33
சின்ன	213796	5.33
த	213796	5.33
தெரியாது	213796	5.33
நடவடிக்கை	213796	5.33
நம்மை	213796	5.33
நோக்கி	213796	5.33
படத்தில்	213796	5.33
பேச	213796	5.33
பொதுவாக	213796	5.33
பொருட்கள்	213796	5.33
முன்னர்	213796	5.33
வைக்க	213796	5.33
இடையே	208929	5.32
உங்களை	208929	5.32
கடவுள்	208929	5.32
கடைசி	208929	5.32
கட்சியின்	208929	5.32
கால்	208929	5.32
கையில்	208929	5.32
கொடுக்க	208929	5.32
கோவில்	208929	5.32
சக்தி	208929	5.32
சிலர்	208929	5.32
திமுக	208929	5.32
தொடர்	208929	5.32
நம்ம	208929	5.32
நாடுகள்	208929	5.32
நிறுவனத்தின்	208929	5.32
பார்க்கும்	208929	5.32
போக	208929	5.32
போலீஸ்	208929	5.32
மட்டுமல்ல	208929	5.32
மிகப்பெரிய	208929	5.32
வரலாறு	208929	5.32
வளர்ச்சி	208929	5.32
விட்டது	208929	5.32
வெளியே	208929	5.32
0000ல்	204173	5.31
அறிவியல்	204173	5.31
இவ்வளவு	204173	5.31
காட்சி	204173	5.31
காந்தி	204173	5.31
கொண்டிருக்கும்	204173	5.31
செய்வது	204173	5.31
சேர்த்து	204173	5.31
சொன்ன	204173	5.31
நடிகை	204173	5.31
படத்தின்	204173	5.31
படிக்க	204173	5.31
மாற்றம்	204173	5.31
வருகிறார்	204173	5.31
விளையாட்டு	204173	5.31
0000ஆம்	199526	5.30
அத்துடன்	199526	5.30
அறிக்கை	199526	5.30
அவரை	199526	5.30
இலங்கையில்	199526	5.30
கண்	199526	5.30
சட்ட	199526	5.30
சென்னையில்	199526	5.30
செயல்	199526	5.30
தன்னுடைய	199526	5.30
தம்	199526	5.30
தேடி	199526	5.30
நாட்டு	199526	5.30
மாறி	199526	5.30
முகம்	199526	5.30
ரசிகர்கள்	199526	5.30
விநாயகர்	199526	5.30
வீட்டு	199526	5.30
read	194984	5.29
ஆனாலும்	194984	5.29
இருப்பதால்	194984	5.29
இவரது	194984	5.29
உற்பத்தி	194984	5.29
உலகின்	194984	5.29
எழுதி	194984	5.29
கடந்து	194984	5.29
கட்டி	194984	5.29
கொண்டார்	194984	5.29
தலை	194984	5.29
தேவையான	194984	5.29
நாளில்	194984	5.29
படங்கள்	194984	5.29
பேசி	194984	5.29
வகை	194984	5.29
விசாரணை	194984	5.29
விடுதலை	194984	5.29
0000ம்	190546	5.28
ஆண்டுகளுக்கு	190546	5.28
இத்தகைய	190546	5.28
இறுதி	190546	5.28
எண்	190546	5.28
எண்ணிக்கை	190546	5.28
கூறினார்	190546	5.28
கேட்க	190546	5.28
தினமும்	190546	5.28
நன்கு	190546	5.28
நின்று	190546	5.28
பாலியல்	190546	5.28
பேச்சு	190546	5.28
மின்	190546	5.28
மொத்த	190546	5.28
by	186208	5.27
அடிப்படை	186208	5.27
அனைவருக்கும்	186208	5.27
இருக்கின்றன	186208	5.27
உங்க	186208	5.27
உனக்கு	186208	5.27
ஊர்	186208	5.27
ஏனெனில்	186208	5.27
கிலோ	186208	5.27
கீழே	186208	5.27
நகரில்	186208	5.27
நடத்த	186208	5.27
நடிக்க	186208	5.27
நாடுகளில்	186208	5.27
போன்று	186208	5.27
ரஜினி	186208	5.27
வட	186208	5.27
வருகின்றன	186208	5.27
விமான	186208	5.27
00ஆம்	181970	5.26
அண்ணா	181970	5.26
இதுதான்	181970	5.26
இயக்கத்தில்	181970	5.26
எது	181970	5.26
கடல்	181970	5.26
கலை	181970	5.26
கார்	181970	5.26
குடும்ப	181970	5.26
தண்டனை	181970	5.26
திராவிட	181970	5.26
நூல்	181970	5.26
பொழுது	181970	5.26
போட்டி	181970	5.26
மூலமாக	181970	5.26
விளக்கம்	181970	5.26
00வது	177827	5.25
p	177827	5.25
அரச	177827	5.25
அவ்வளவு	177827	5.25
கடன்	177827	5.25
கடும்	177827	5.25
காவிரி	177827	5.25
கொண்டே	177827	5.25
சமயம்	177827	5.25
செய்தால்	177827	5.25
சொல்	177827	5.25
தவறு	177827	5.25
புகார்	177827	5.25
பெரும்பாலும்	177827	5.25
பேசும்	177827	5.25
மற்றொரு	177827	5.25
மிகுந்த	177827	5.25
முதலமைச்சர்	177827	5.25
வழியில்	177827	5.25
is	173780	5.24
அன்பு	173780	5.24
அவசியம்	173780	5.24
இருவரும்	173780	5.24
எங்களுக்கு	173780	5.24
எங்கே	173780	5.24
கவிதை	173780	5.24
காவல்	173780	5.24
சுற்றி	173780	5.24
சூப்பர்	173780	5.24
தமிழகம்	173780	5.24
பலர்	173780	5.24
புது	173780	5.24
மனிதன்	173780	5.24
வயதில்	173780	5.24
வழங்கும்	173780	5.24
வீரர்கள்	173780	5.24
i	169824	5.23
அப்புறம்	169824	5.23
இயக்குனர்	169824	5.23
இளம்	169824	5.23
உள்ளார்	169824	5.23
ஊழல்	169824	5.23
எங்க	169824	5.23
என்பதால்	169824	5.23
ப	169824	5.23
பாடல்கள்	169824	5.23
புரிந்து	169824	5.23
வழக்கில்	169824	5.23
விஷயம்	169824	5.23
அத்தனை	165958	5.22
அவர்களது	165958	5.22
இயக்குநர்	165958	5.22
உண்மையான	165958	5.22
எழுந்து	165958	5.22
கலைஞர்	165958	5.22
தமிழர்கள்	165958	5.22
தலைமையில்	165958	5.22
தாக்குதல்	165958	5.22
நடைபெறும்	165958	5.22
நவீன	165958	5.22
பாஜக	165958	5.22
பிரதேச	165958	5.22
முன்னணி	165958	5.22
விடும்	165958	5.22
விருது	165958	5.22
வீட்டுக்கு	165958	5.22
00ம்	162181	5.21
அதனை	162181	5.21
இடையில்	162181	5.21
இந்தி	162181	5.21
இறுதியில்	162181	5.21
என்பவர்	162181	5.21
ஏற்பட்டது	162181	5.21
கூட்டணி	162181	5.21
கோரிக்கை	162181	5.21
க்கு	162181	5.21
செய்தது	162181	5.21
தொடங்கி	162181	5.21
நடித்த	162181	5.21
நினைவு	162181	5.21
பெற்றது	162181	5.21
மருத்துவமனையில்	162181	5.21
மிகப்	162181	5.21
மீ	162181	5.21
மீதான	162181	5.21
வங்கி	162181	5.21
அடையாளம்	158489	5.20
அனைத்தும்	158489	5.20
இடம்பெற்ற	158489	5.20
இருந்தன	158489	5.20
உறுப்பினர்கள்	158489	5.20
எதிர்த்து	158489	5.20
என்றாலும்	158489	5.20
ஒருநாள்	158489	5.20
கூறப்படுகிறது	158489	5.20
கொடுக்கும்	158489	5.20
சாதாரண	158489	5.20
தெரியவில்லை	158489	5.20
தெரியாமல்	158489	5.20
நடந்து	158489	5.20
நினைத்து	158489	5.20
பாருங்கள்	158489	5.20
பிரிவு	158489	5.20
பெரும்பாலான	158489	5.20
போன்	158489	5.20
ரயில்	158489	5.20
இணைய	154881	5.19
உலகில்	154881	5.19
உள்ளே	154881	5.19
எனப்	154881	5.19
எனப்படும்	154881	5.19
ஓ	154881	5.19
கடிதம்	154881	5.19
கருணாநிதி	154881	5.19
சங்கம்	154881	5.19
சாலை	154881	5.19
ஜே	154881	5.19
தனியார்	154881	5.19
திரும்பி	154881	5.19
தென்	154881	5.19
நண்பர்கள்	154881	5.19
நிச்சயம்	154881	5.19
பட	154881	5.19
பெண்களுக்கு	154881	5.19
போலவே	154881	5.19
மகளிர்	154881	5.19
மகள்	154881	5.19
மகிழ்ச்சி	154881	5.19
மூத்த	154881	5.19
ராஜா	154881	5.19
வாழ்க்கையில்	154881	5.19
வீரர்	154881	5.19
வெளியான	154881	5.19
வைக்கும்	154881	5.19
with	151356	5.18
அரசுக்கு	151356	5.18
இருப்பினும்	151356	5.18
இலக்கிய	151356	5.18
ஏழு	151356	5.18
ஒன்றை	151356	5.18
கமல்	151356	5.18
சிறையில்	151356	5.18
சோதனை	151356	5.18
தற்கொலை	151356	5.18
திரும்ப	151356	5.18
தொகை	151356	5.18
போக்குவரத்து	151356	5.18
ரெண்டு	151356	5.18
அணியின்	147910	5.17
அதிகமான	147910	5.17
அறிவிப்பு	147910	5.17
ஆகியவை	147910	5.17
ஆங்கில	147910	5.17
ஆசை	147910	5.17
ஆராய்ச்சி	147910	5.17
இங்கிலாந்து	147910	5.17
எ	147910	5.17
எண்ணெய்	147910	5.17
எதையும்	147910	5.17
குரு	147910	5.17
கொள்கை	147910	5.17
சார்பில்	147910	5.17
தமிழ்த்	147910	5.17
தூக்கி	147910	5.17
தெரியுமா	147910	5.17
நிலையம்	147910	5.17
நீதி	147910	5.17
நீதிபதி	147910	5.17
பணிகள்	147910	5.17
பின்பு	147910	5.17
பேரும்	147910	5.17
போராட்டத்தில்	147910	5.17
மில்லியன்	147910	5.17
முடியுமா	147910	5.17
வாரம்	147910	5.17
விடுதலைப்	147910	5.17
வேண்டியது	147910	5.17
அறிவு	144543	5.16
அவற்றை	144543	5.16
ஆசிரியர்கள்	144543	5.16
இருக்காது	144543	5.16
இருந்தும்	144543	5.16
இல்லையா	144543	5.16
கண்ட	144543	5.16
காண	144543	5.16
கார்பன்	144543	5.16
கூடுதல்	144543	5.16
கேட்ட	144543	5.16
கோவை	144543	5.16
சற்று	144543	5.16
சிங்	144543	5.16
செலவு	144543	5.16
ஜூலை	144543	5.16
டெல்லி	144543	5.16
தற்போதைய	144543	5.16
நடைபெற்றது	144543	5.16
நாடாளுமன்ற	144543	5.16
பணத்தை	144543	5.16
பலரும்	144543	5.16
பிரபல	144543	5.16
பெறும்	144543	5.16
பேசிய	144543	5.16
மத்தியில்	144543	5.16
மாநிலம்	144543	5.16
மிக்க	144543	5.16
முக்கியத்துவம்	144543	5.16
முடியாமல்	144543	5.16
வலி	144543	5.16
வாழ	144543	5.16
அடித்து	141253	5.15
ஆண்கள்	141253	5.15
இயக்கம்	141253	5.15
எடுத்த	141253	5.15
எடுத்துக்	141253	5.15
ஒன்றும்	141253	5.15
கிடைத்த	141253	5.15
குறிப்பிடத்தக்கது	141253	5.15
சங்க	141253	5.15
தம்பி	141253	5.15
துறையில்	141253	5.15
பார்த்தால்	141253	5.15
பெரியார்	141253	5.15
மரம்	141253	5.15
முறையாக	141253	5.15
மேற்கு	141253	5.15
வாழ்ந்து	141253	5.15
விற்பனை	141253	5.15
வெளியீடு	141253	5.15
00.0	138038	5.14
அடிக்கடி	138038	5.14
அமையும்	138038	5.14
அழகு	138038	5.14
இத்தனை	138038	5.14
எல்லோரும்	138038	5.14
ஏப்ரல்	138038	5.14
கிரிக்கெட்	138038	5.14
குடும்பம்	138038	5.14
கொள்ளும்	138038	5.14
சபை	138038	5.14
ஜூன்	138038	5.14
தனிப்பட்ட	138038	5.14
திரைப்படம்	138038	5.14
நகர்	138038	5.14
நவம்பர்	138038	5.14
புகழ்	138038	5.14
போன்றவை	138038	5.14
மூன்றாவது	138038	5.14
வெள்ளை	138038	5.14
இப்போ	134896	5.13
இல்ல	134896	5.13
எவ்வாறு	134896	5.13
ஒன்றாக	134896	5.13
ஒருவன்	134896	5.13
கர்நாடக	134896	5.13
காணப்படும்	134896	5.13
சம்பவம்	134896	5.13
செய்யப்பட்டது	134896	5.13
சொல்வது	134896	5.13
தகுதி	134896	5.13
தன்மை	134896	5.13
தீர்ப்பு	134896	5.13
பதிலாக	134896	5.13
மத	134896	5.13
விழாவில்	134896	5.13
விவசாயிகள்	134896	5.13
வைத்த	134896	5.13
அதிமுக	131825	5.12
அமெரிக்காவில்	131825	5.12
ஆண்டுகளில்	131825	5.12
இப்ப	131825	5.12
இளைஞர்கள்	131825	5.12
எண்ணம்	131825	5.12
என்னிடம்	131825	5.12
எழுத	131825	5.12
ஏற்கனவே	131825	5.12
கிட்டத்தட்ட	131825	5.12
கேரள	131825	5.12
சிறப்பாக	131825	5.12
பள்ளியில்	131825	5.12
பிரச்சனை	131825	5.12
மஞ்சள்	131825	5.12
மதிப்பு	131825	5.12
மொத்தம்	131825	5.12
வழங்க	131825	5.12
more	128824	5.11
அமெரிக்காவின்	128824	5.11
அமைந்துள்ளது	128824	5.11
அவரின்	128824	5.11
இதுவே	128824	5.11
இந்தச்	128824	5.11
எதிர்	128824	5.11
என்னுடைய	128824	5.11
ஐரோப்பிய	128824	5.11
கட்ட	128824	5.11
குடும்பத்தில்	128824	5.11
செப்டம்பர்	128824	5.11
டிசம்பர்	128824	5.11
தங்க	128824	5.11
தாண்டி	128824	5.11
தெரிந்து	128824	5.11
தொடங்கியது	128824	5.11
நல்லா	128824	5.11
பார்த்தேன்	128824	5.11
பார்வை	128824	5.11
பிரதான	128824	5.11
பெட்ரோல்	128824	5.11
பெயரை	128824	5.11
மதம்	128824	5.11
முழுக்க	128824	5.11
